Year,Sex,Race/Ethnicity,Age,California Region,Stage at Diagnosis,"Age-adjusted Rate per 100,000",Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval,Count
2012,Both Sexes,All Races,Ages < 50,Mariposa County/ Tuolumne County,All Stages,a,a,a,a,a
2012,Both Sexes,All Races,Ages < 50,Alpine County/ Amador County/ Calaveras County,All Stages,a,a,a,a,a
2012,Both Sexes,All Races,Ages < 50,Sierra County/ Yuba County,All Stages,a,a,a,a,a
2012,Both Sexes,All Races,Ages < 50,Inyo County/ Mono County,All Stages,c,c,c,c,c
2012,Both Sexes,All Races,Ages < 50,Colusa County/ Glenn County/ Tehama County,All Stages,a,a,a,a,a
2012,Both Sexes,All Races,Ages < 50,Del Norte County/ Humboldt County,All Stages,a,a,a,a,a
2012,Both Sexes,All Races,Ages < 50,Lassen County/ Modoc County/ Plumas County,All Stages,a,a,a,a,a
2012,Both Sexes,All Races,Ages < 50,Siskiyou County/ Trinity County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,All Ages,Alameda County,All Stages,41.6486,1.6569,38.464,45.0256,666
2013,Both Sexes,All Races,All Ages,Butte County,All Stages,54.0776,4.4362,45.7325,63.631,155
2013,Both Sexes,All Races,All Ages,Contra Costa County,All Stages,47.5042,2.0365,43.5961,51.6742,568
2013,Both Sexes,All Races,All Ages,El Dorado County,All Stages,51.6826,4.694,42.8927,61.9478,128
2013,Both Sexes,All Races,All Ages,Fresno County,All Stages,45.5608,2.3543,41.0627,50.4036,389
2013,Both Sexes,All Races,All Ages,Imperial County,All Stages,37.7328,4.8348,28.8564,48.4281,62
2013,Both Sexes,All Races,All Ages,Kern County,All Stages,51.3105,2.7812,46.0036,57.0336,356
2013,Both Sexes,All Races,All Ages,Kings County,All Stages,48.9042,6.7797,36.5275,63.8695,54
2013,Both Sexes,All Races,All Ages,Lake County,All Stages,82.7744,9.5746,65.0785,104.4909,80
2013,Both Sexes,All Races,All Ages,Los Angeles County,All Stages,36.3578,0.6232,35.1465,37.5998,3515
2013,Both Sexes,All Races,All Ages,Madera County,All Stages,48.8076,5.7914,38.1209,61.5423,73
2013,Both Sexes,All Races,All Ages,Marin County,All Stages,34.6903,3.1275,28.8317,41.5484,130
2013,Both Sexes,All Races,All Ages,Mendocino County,All Stages,48.9173,6.5056,37.0047,63.8557,61
2013,Both Sexes,All Races,All Ages,Merced County,All Stages,48.0904,4.7023,39.317,58.1742,108
2013,Both Sexes,All Races,All Ages,Monterey County,All Stages,37.6527,3.1328,31.763,44.2929,151
2013,Both Sexes,All Races,All Ages,Napa County,All Stages,45.598,5.1424,36.0792,57.0322,82
2013,Both Sexes,All Races,All Ages,Nevada County,All Stages,47.319,5.5044,37.1493,60.0747,77
2013,Both Sexes,All Races,All Ages,Orange County,All Stages,39.1337,1.1231,36.9632,41.3988,1248
2013,Both Sexes,All Races,All Ages,Placer County,All Stages,50.3374,3.2526,44.1638,57.2065,244
2013,Both Sexes,All Races,All Ages,Riverside County,All Stages,44.9873,1.4035,42.2783,47.8246,1043
2013,Both Sexes,All Races,All Ages,Sacramento County,All Stages,54.1704,1.9602,50.3961,58.1509,793
2013,Both Sexes,All Races,All Ages,San Benito County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,All Ages,San Bernardino County,All Stages,43.7161,1.628,40.583,47.0171,758
2013,Both Sexes,All Races,All Ages,San Diego County,All Stages,45.2642,1.2129,42.9179,47.7045,1442
2013,Both Sexes,All Races,All Ages,San Francisco County,All Stages,44.0093,2.1702,39.8581,48.5056,428
2013,Both Sexes,All Races,All Ages,San Joaquin County,All Stages,50.1929,2.8211,44.8153,56.0245,330
2013,Both Sexes,All Races,All Ages,San Luis Obispo County,All Stages,44.6951,3.5626,37.9853,52.3662,164
2013,Both Sexes,All Races,All Ages,San Mateo County,All Stages,39.7544,2.1934,35.5713,44.3086,341
2013,Both Sexes,All Races,All Ages,Santa Barbara County,All Stages,40.2013,2.9786,34.5751,46.4983,188
2013,Both Sexes,All Races,All Ages,Santa Clara County,All Stages,38.9065,1.4789,36.0615,41.9143,713
2013,Both Sexes,All Races,All Ages,Santa Cruz County,All Stages,31.5159,3.5361,24.9684,39.2538,87
2013,Both Sexes,All Races,All Ages,Shasta County,All Stages,61.7577,5.06,52.2386,72.6913,155
2013,Both Sexes,All Races,All Ages,Solano County,All Stages,53.257,3.4815,46.6514,60.5519,247
2013,Both Sexes,All Races,All Ages,Sonoma County,All Stages,42.6113,2.678,37.5237,48.2398,270
2013,Both Sexes,All Races,All Ages,Stanislaus County,All Stages,50.8205,3.2471,44.655,57.5856,253
2013,Both Sexes,All Races,All Ages,Sutter County,All Stages,52.8374,7.104,39.8393,68.8479,56
2013,Both Sexes,All Races,All Ages,Tulare County,All Stages,42.0026,3.385,35.6301,49.1429,159
2013,Both Sexes,All Races,All Ages,Ventura County,All Stages,39.1517,2.1285,35.0905,43.5589,350
2013,Both Sexes,All Races,All Ages,Yolo County,All Stages,48.9381,5.2656,39.1644,60.3681,90
2013,Both Sexes,All Races,All Ages,Mariposa County/ Tuolumne County,All Stages,45.9271,6.1328,34.7005,60.6569,58
2013,Both Sexes,All Races,All Ages,Alpine County/ Amador County/ Calaveras County,All Stages,47.0322,5.5976,36.7051,60.4097,73
2013,Both Sexes,All Races,All Ages,Sierra County/ Yuba County,All Stages,67.2802,9.5836,49.8211,88.885,52
2013,Both Sexes,All Races,All Ages,Inyo County/ Mono County,All Stages,33.5835,8.7909,18.6243,57.2428,15
2013,Both Sexes,All Races,All Ages,Colusa County/ Glenn County/ Tehama County,All Stages,54.4013,6.2199,42.8974,68.2685,78
2013,Both Sexes,All Races,All Ages,Del Norte County/ Humboldt County,All Stages,55.5101,5.5656,45.1394,67.6469,107
2013,Both Sexes,All Races,All Ages,Lassen County/ Modoc County/ Plumas County,All Stages,47.727,7.9918,33.3666,66.7776,38
2013,Both Sexes,All Races,All Ages,Siskiyou County/ Trinity County,All Stages,57.4998,8.4747,42.1024,77.6213,53
2013,Both Sexes,All Races,Ages < 50,Alameda County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Butte County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Contra Costa County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,El Dorado County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Fresno County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Imperial County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Kern County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Kings County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Lake County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Los Angeles County,All Stages,1.8605,0.1656,1.5502,2.2144,127
2013,Both Sexes,All Races,Ages < 50,Madera County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Marin County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Mendocino County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Merced County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Monterey County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Napa County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Nevada County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Orange County,All Stages,1.6393,0.278,1.1403,2.2829,35
2013,Both Sexes,All Races,Ages < 50,Placer County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Riverside County,All Stages,2.3754,0.4084,1.6434,3.3123,34
2013,Both Sexes,All Races,Ages < 50,Sacramento County,All Stages,2.736,0.5382,1.7846,4.0053,26
2013,Both Sexes,All Races,Ages < 50,San Benito County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,San Bernardino County,All Stages,1.8154,0.3712,1.1621,2.6898,24
2013,Both Sexes,All Races,Ages < 50,San Diego County,All Stages,2.8753,0.3757,2.1865,3.7077,59
2013,Both Sexes,All Races,Ages < 50,San Francisco County,All Stages,2.7494,0.7246,1.5177,4.6313,16
2013,Both Sexes,All Races,Ages < 50,San Joaquin County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,San Luis Obispo County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,San Mateo County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Santa Barbara County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Santa Clara County,All Stages,2.4734,0.4313,1.7014,3.4783,33
2013,Both Sexes,All Races,Ages < 50,Santa Cruz County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Shasta County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Solano County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Sonoma County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Stanislaus County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Sutter County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Tulare County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Ventura County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Yolo County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Mariposa County/ Tuolumne County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Alpine County/ Amador County/ Calaveras County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Sierra County/ Yuba County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Inyo County/ Mono County,All Stages,c,c,c,c,c
2013,Both Sexes,All Races,Ages < 50,Colusa County/ Glenn County/ Tehama County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Del Norte County/ Humboldt County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Lassen County/ Modoc County/ Plumas County,All Stages,a,a,a,a,a
2013,Both Sexes,All Races,Ages < 50,Siskiyou County/ Trinity County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,All Ages,Alameda County,All Stages,40.7025,1.6247,37.5801,44.0142,659
2014,Both Sexes,All Races,All Ages,Butte County,All Stages,58.7759,4.6661,49.9863,68.7766,168
2014,Both Sexes,All Races,All Ages,Contra Costa County,All Stages,39.3932,1.8119,35.9215,43.1183,493
2014,Both Sexes,All Races,All Ages,El Dorado County,All Stages,53.7984,4.6924,44.9951,64.0329,140
2014,Both Sexes,All Races,All Ages,Fresno County,All Stages,43.5237,2.2886,39.1532,48.235,376
2014,Both Sexes,All Races,All Ages,Imperial County,All Stages,31.853,4.4177,23.7885,41.7199,53
2014,Both Sexes,All Races,All Ages,Kern County,All Stages,47.1239,2.629,42.1114,52.5437,337
2014,Both Sexes,All Races,All Ages,Kings County,All Stages,32.5861,5.3881,22.8929,44.7914,38
2014,Both Sexes,All Races,All Ages,Lake County,All Stages,76.0176,9.0443,59.3313,96.6725,76
2014,Both Sexes,All Races,All Ages,Los Angeles County,All Stages,36.9159,0.6187,35.7131,38.1487,3683
2014,Both Sexes,All Races,All Ages,Madera County,All Stages,48.1185,5.7081,37.5852,60.6691,73
2014,Both Sexes,All Races,All Ages,Marin County,All Stages,38.1465,3.1895,32.1516,45.106,150
2014,Both Sexes,All Races,All Ages,Mendocino County,All Stages,54.1811,7.0595,41.2355,70.2365,66
2014,Both Sexes,All Races,All Ages,Merced County,All Stages,49.1605,4.7668,40.2628,59.3661,110
2014,Both Sexes,All Races,All Ages,Monterey County,All Stages,35.2607,2.9981,29.6296,41.6301,145
2014,Both Sexes,All Races,All Ages,Napa County,All Stages,43.7236,4.9713,34.5259,54.8051,80
2014,Both Sexes,All Races,All Ages,Nevada County,All Stages,43.4207,5.4981,33.3184,56.2033,70
2014,Both Sexes,All Races,All Ages,Orange County,All Stages,38.2065,1.0898,36.1001,40.4049,1264
2014,Both Sexes,All Races,All Ages,Placer County,All Stages,44.6924,3.0197,38.9694,51.0979,225
2014,Both Sexes,All Races,All Ages,Riverside County,All Stages,46.8764,1.408,44.157,49.7203,1126
2014,Both Sexes,All Races,All Ages,Sacramento County,All Stages,55.3283,1.9455,51.5804,59.2767,843
2014,Both Sexes,All Races,All Ages,San Benito County,All Stages,48.611,9.8182,31.3085,71.7825,26
2014,Both Sexes,All Races,All Ages,San Bernardino County,All Stages,42.4234,1.5789,39.3848,45.6256,763
2014,Both Sexes,All Races,All Ages,San Diego County,All Stages,42.4319,1.1531,40.2018,44.7535,1405
2014,Both Sexes,All Races,All Ages,San Francisco County,All Stages,45.3679,2.2031,41.1522,49.927,439
2014,Both Sexes,All Races,All Ages,San Joaquin County,All Stages,54.4239,2.9125,48.8646,60.4297,364
2014,Both Sexes,All Races,All Ages,San Luis Obispo County,All Stages,49.6267,3.7231,42.5975,57.6033,186
2014,Both Sexes,All Races,All Ages,San Mateo County,All Stages,35.7716,2.0452,31.8749,40.0305,317
2014,Both Sexes,All Races,All Ages,Santa Barbara County,All Stages,41.2949,2.9413,35.731,47.5058,203
2014,Both Sexes,All Races,All Ages,Santa Clara County,All Stages,38.3501,1.4442,35.5715,41.2875,726
2014,Both Sexes,All Races,All Ages,Santa Cruz County,All Stages,33.5021,3.4915,27.0097,41.1197,101
2014,Both Sexes,All Races,All Ages,Shasta County,All Stages,61.662,4.795,52.6219,72.0393,169
2014,Both Sexes,All Races,All Ages,Solano County,All Stages,50.867,3.3728,44.4707,57.9411,240
2014,Both Sexes,All Races,All Ages,Sonoma County,All Stages,45.43,2.7552,40.19,51.2066,289
2014,Both Sexes,All Races,All Ages,Stanislaus County,All Stages,46.8891,3.0971,41.0148,53.3556,237
2014,Both Sexes,All Races,All Ages,Sutter County,All Stages,57.7539,7.445,44.0911,74.4217,61
2014,Both Sexes,All Races,All Ages,Tulare County,All Stages,40.5682,3.287,34.3816,47.5082,157
2014,Both Sexes,All Races,All Ages,Ventura County,All Stages,43.1586,2.2138,38.9281,47.7299,393
2014,Both Sexes,All Races,All Ages,Yolo County,All Stages,51.3538,5.3294,41.4416,62.886,96
2014,Both Sexes,All Races,All Ages,Mariposa County/ Tuolumne County,All Stages,46.7641,6.2064,35.3977,61.646,60
2014,Both Sexes,All Races,All Ages,Alpine County/ Amador County/ Calaveras County,All Stages,57.5193,6.3722,45.7115,72.3817,87
2014,Both Sexes,All Races,All Ages,Sierra County/ Yuba County,All Stages,63.5722,9.6787,46.034,85.448,45
2014,Both Sexes,All Races,All Ages,Inyo County/ Mono County,All Stages,42.2546,9.5955,25.5881,67.2594,20
2014,Both Sexes,All Races,All Ages,Colusa County/ Glenn County/ Tehama County,All Stages,72.8328,7.1691,59.4614,88.5388,105
2014,Both Sexes,All Races,All Ages,Del Norte County/ Humboldt County,All Stages,49.2167,4.9756,39.9496,60.1591,105
2014,Both Sexes,All Races,All Ages,Lassen County/ Modoc County/ Plumas County,All Stages,39.7045,7.1918,26.8799,57.2263,33
2014,Both Sexes,All Races,All Ages,Siskiyou County/ Trinity County,All Stages,53.6533,7.6826,39.663,72.1703,53
2014,Both Sexes,All Races,Ages < 50,Alameda County,All Stages,2.6167,0.4871,1.7506,3.7642,29
2014,Both Sexes,All Races,Ages < 50,Butte County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Contra Costa County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,El Dorado County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Fresno County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Imperial County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Kern County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Kings County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Lake County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Los Angeles County,All Stages,2.06,0.1752,1.7309,2.4329,139
2014,Both Sexes,All Races,Ages < 50,Madera County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Marin County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Mendocino County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Merced County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Monterey County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Napa County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Nevada County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Orange County,All Stages,1.9091,0.2992,1.3682,2.5937,41
2014,Both Sexes,All Races,Ages < 50,Placer County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Riverside County,All Stages,1.9029,0.3607,1.2627,2.7453,28
2014,Both Sexes,All Races,Ages < 50,Sacramento County,All Stages,2.6436,0.5301,1.7087,3.8967,25
2014,Both Sexes,All Races,Ages < 50,San Benito County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,San Bernardino County,All Stages,2.3046,0.4217,1.5534,3.2779,30
2014,Both Sexes,All Races,Ages < 50,San Diego County,All Stages,1.6229,0.2835,1.1156,2.2759,33
2014,Both Sexes,All Races,Ages < 50,San Francisco County,All Stages,4.1914,0.8291,2.7269,6.2449,26
2014,Both Sexes,All Races,Ages < 50,San Joaquin County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,San Luis Obispo County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,San Mateo County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Santa Barbara County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Santa Clara County,All Stages,1.7268,0.3605,1.0939,2.595,23
2014,Both Sexes,All Races,Ages < 50,Santa Cruz County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Shasta County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Solano County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Sonoma County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Stanislaus County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Sutter County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Tulare County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Ventura County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Yolo County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Mariposa County/ Tuolumne County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Alpine County/ Amador County/ Calaveras County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Sierra County/ Yuba County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Inyo County/ Mono County,All Stages,c,c,c,c,c
2014,Both Sexes,All Races,Ages < 50,Colusa County/ Glenn County/ Tehama County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Del Norte County/ Humboldt County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Lassen County/ Modoc County/ Plumas County,All Stages,a,a,a,a,a
2014,Both Sexes,All Races,Ages < 50,Siskiyou County/ Trinity County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,All Ages,Alameda County,All Stages,40.13,1.5738,37.1043,43.3381,685
2015,Both Sexes,All Races,All Ages,Butte County,All Stages,60.665,4.5873,52.007,70.4866,184
2015,Both Sexes,All Races,All Ages,Contra Costa County,All Stages,41.6571,1.8394,38.1295,45.4325,535
2015,Both Sexes,All Races,All Ages,El Dorado County,All Stages,43.228,4.1527,35.4731,52.3985,116
2015,Both Sexes,All Races,All Ages,Fresno County,All Stages,43.1592,2.2517,38.8583,47.7941,383
2015,Both Sexes,All Races,All Ages,Imperial County,All Stages,31.242,4.2605,23.4547,40.7675,55
2015,Both Sexes,All Races,All Ages,Kern County,All Stages,44.7916,2.5272,39.9747,50.0065,329
2015,Both Sexes,All Races,All Ages,Kings County,All Stages,42.7228,6.0497,31.6967,56.1755,52
2015,Both Sexes,All Races,All Ages,Lake County,All Stages,65.5395,8.1378,50.5672,84.404,71
2015,Both Sexes,All Races,All Ages,Los Angeles County,All Stages,36.9024,0.6108,35.7148,38.1193,3781
2015,Both Sexes,All Races,All Ages,Madera County,All Stages,45.1742,5.4989,35.0439,57.3072,70
2015,Both Sexes,All Races,All Ages,Marin County,All Stages,29.883,2.824,24.605,36.1349,117
2015,Both Sexes,All Races,All Ages,Mendocino County,All Stages,50.4725,6.5622,38.4369,65.5133,65
2015,Both Sexes,All Races,All Ages,Merced County,All Stages,44.5708,4.5385,36.1209,54.3251,99
2015,Both Sexes,All Races,All Ages,Monterey County,All Stages,33.3928,2.8752,27.9954,39.5126,141
2015,Both Sexes,All Races,All Ages,Napa County,All Stages,55.4891,5.4269,45.3639,67.4228,108
2015,Both Sexes,All Races,All Ages,Nevada County,All Stages,33.7817,4.5522,25.454,44.7016,62
2015,Both Sexes,All Races,All Ages,Orange County,All Stages,39.9017,1.0981,37.7782,42.1151,1360
2015,Both Sexes,All Races,All Ages,Placer County,All Stages,42.1685,2.8667,36.7366,48.2647,221
2015,Both Sexes,All Races,All Ages,Riverside County,All Stages,44.1006,1.3449,41.5036,46.8192,1093
2015,Both Sexes,All Races,All Ages,Sacramento County,All Stages,54.8487,1.9228,51.1442,58.7508,849
2015,Both Sexes,All Races,All Ages,San Benito County,All Stages,37.8068,8.2929,23.3378,57.8666,22
2015,Both Sexes,All Races,All Ages,San Bernardino County,All Stages,40.6206,1.5184,37.6987,43.7015,757
2015,Both Sexes,All Races,All Ages,San Diego County,All Stages,42.5038,1.1426,40.2936,44.8038,1439
2015,Both Sexes,All Races,All Ages,San Francisco County,All Stages,45.4115,2.1543,41.2868,49.8692,462
2015,Both Sexes,All Races,All Ages,San Joaquin County,All Stages,51.2711,2.7777,45.9708,57.0055,355
2015,Both Sexes,All Races,All Ages,San Luis Obispo County,All Stages,38.4243,3.2196,32.3732,45.4092,150
2015,Both Sexes,All Races,All Ages,San Mateo County,All Stages,38.7657,2.1075,34.7445,43.1427,351
2015,Both Sexes,All Races,All Ages,Santa Barbara County,All Stages,38.3784,2.8211,33.0481,44.3505,191
2015,Both Sexes,All Races,All Ages,Santa Clara County,All Stages,38.4911,1.4288,35.7411,41.3963,747
2015,Both Sexes,All Races,All Ages,Santa Cruz County,All Stages,34.4282,3.556,27.8128,42.1684,102
2015,Both Sexes,All Races,All Ages,Shasta County,All Stages,68.9285,5.2283,59.0619,80.1756,182
2015,Both Sexes,All Races,All Ages,Solano County,All Stages,51.1013,3.3309,44.7809,58.0836,250
2015,Both Sexes,All Races,All Ages,Sonoma County,All Stages,39.1796,2.5153,34.4044,44.4809,259
2015,Both Sexes,All Races,All Ages,Stanislaus County,All Stages,46.9318,3.0144,41.2093,53.2232,251
2015,Both Sexes,All Races,All Ages,Sutter County,All Stages,43.0588,6.2657,31.6631,57.3855,48
2015,Both Sexes,All Races,All Ages,Tulare County,All Stages,38.5621,3.1819,32.5779,45.2903,152
2015,Both Sexes,All Races,All Ages,Ventura County,All Stages,41.5148,2.1346,37.4359,45.9265,392
2015,Both Sexes,All Races,All Ages,Yolo County,All Stages,40.4526,4.7833,31.6241,50.9194,74
2015,Both Sexes,All Races,All Ages,Mariposa County/ Tuolumne County,All Stages,53.1009,6.7121,40.7664,68.9849,67
2015,Both Sexes,All Races,All Ages,Alpine County/ Amador County/ Calaveras County,All Stages,50.8004,5.789,40.0912,64.4987,82
2015,Both Sexes,All Races,All Ages,Sierra County/ Yuba County,All Stages,62.1283,9.1302,45.536,82.8044,49
2015,Both Sexes,All Races,All Ages,Inyo County/ Mono County,All Stages,55.4171,11.0722,35.8805,83.3017,26
2015,Both Sexes,All Races,All Ages,Colusa County/ Glenn County/ Tehama County,All Stages,57.3184,6.3064,45.6278,71.3349,85
2015,Both Sexes,All Races,All Ages,Del Norte County/ Humboldt County,All Stages,61.0629,5.5514,50.668,73.1245,129
2015,Both Sexes,All Races,All Ages,Lassen County/ Modoc County/ Plumas County,All Stages,43.4824,7.21,30.5151,61.0009,38
2015,Both Sexes,All Races,All Ages,Siskiyou County/ Trinity County,All Stages,54.1504,7.7396,40.0544,72.8073,52
2015,Both Sexes,All Races,Ages < 50,Alameda County,All Stages,2.1895,0.4473,1.4023,3.2597,24
2015,Both Sexes,All Races,Ages < 50,Butte County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Contra Costa County,All Stages,2.0137,0.5224,1.1235,3.3334,15
2015,Both Sexes,All Races,Ages < 50,El Dorado County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Fresno County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Imperial County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Kern County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Kings County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Lake County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Los Angeles County,All Stages,1.9542,0.1707,1.6339,2.3185,132
2015,Both Sexes,All Races,Ages < 50,Madera County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Marin County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Mendocino County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Merced County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Monterey County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Napa County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Nevada County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Orange County,All Stages,2.0022,0.3068,1.4466,2.7015,43
2015,Both Sexes,All Races,Ages < 50,Placer County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Riverside County,All Stages,2.1632,0.3898,1.4678,3.063,31
2015,Both Sexes,All Races,Ages < 50,Sacramento County,All Stages,1.9935,0.4607,1.1952,3.112,19
2015,Both Sexes,All Races,Ages < 50,San Benito County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,San Bernardino County,All Stages,2.0366,0.3928,1.3407,2.9524,27
2015,Both Sexes,All Races,Ages < 50,San Diego County,All Stages,1.633,0.2815,1.1285,2.2812,34
2015,Both Sexes,All Races,Ages < 50,San Francisco County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,San Joaquin County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,San Luis Obispo County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,San Mateo County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Santa Barbara County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Santa Clara County,All Stages,1.7396,0.3636,1.1014,2.6136,23
2015,Both Sexes,All Races,Ages < 50,Santa Cruz County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Shasta County,All Stages,a,a,a,a,a
2015,Both Sexes,All Races,Ages < 50,Solano County,All Stages,a,a,a,a,a
